Time,Open,High,Low,Volume,quote_av,trades,tb_base_av,tb_quote_av,Close,year,month,week,dayofweek,hour
2020-09-04 17:00:00,104.35,104.5,103.76,3580.413052,372971.4946453749,47949,1308.358823,136294.99482351405,104.07,2020,9,36,4,17
2020-09-04 18:00:00,104.06,105.17,103.33,2897.481584,302596.12084915966,44682,1318.121433,137659.7803516113,105.17,2020,9,36,4,18
2020-09-04 19:00:00,105.17,105.98,104.63,3690.473709,388868.80827773234,53571,1665.406756,175488.42222514935,105.7,2020,9,36,4,19
2020-09-04 20:00:00,105.7,106.0,105.3,2302.21761,243384.20337718783,44074,1171.422008,123842.15440881973,105.86,2020,9,36,4,20
2020-09-04 21:00:00,105.86,106.27,105.35,1500.29693,158638.87100518716,35844,744.669639,78742.77607704377,105.46,2020,9,36,4,21
2020-09-04 22:00:00,105.46,105.84,104.4,2230.321064,234367.77938303645,43403,1008.655743,105994.97465322292,104.62,2020,9,36,4,22
2020-09-04 23:00:00,104.62,104.94,104.3,1962.323423,205225.51086425205,36048,896.491974,93760.5870073335,104.46,2020,9,36,4,23
2020-09-05 00:00:00,104.46,105.66,104.43,2433.473699,255134.0956836322,49147,1012.844147,106193.26681699386,104.82,2020,9,36,5,0
2020-09-05 01:00:00,104.81,105.17,104.06,1870.112356,195841.16244115867,33101,767.933291,80422.290281482,104.84,2020,9,36,5,1
2020-09-05 02:00:00,104.84,105.04,104.09,1572.226364,164417.58377378638,29857,729.10827,76250.23389414597,104.32,2020,9,36,5,2
2020-09-05 03:00:00,104.32,104.64,103.84,1959.44197,204220.8151698438,36007,977.532548,101884.93109093656,104.08,2020,9,36,5,3
2020-09-05 04:00:00,104.08,104.76,103.72,2028.567915,211329.4110362453,32621,945.899123,98543.38216761364,104.13,2020,9,36,5,4
2020-09-05 05:00:00,104.13,104.6,103.95,1474.084031,153571.24107306782,27806,704.750912,73424.22608011481,104.03,2020,9,36,5,5
2020-09-05 06:00:00,104.03,105.0,103.86,2263.440265,236362.94627093972,35165,1250.17862,130554.00510256068,104.8,2020,9,36,5,6
2020-09-05 07:00:00,104.8,104.91,103.62,2686.850225,280380.4064078211,39389,1318.94084,137637.8562972805,104.07,2020,9,36,5,7
2020-09-05 08:00:00,104.07,104.07,103.18,2831.221171,293412.4556091132,48663,1307.811092,135537.25893179743,103.22,2020,9,36,5,8
2020-09-05 09:00:00,103.22,103.8,102.73,3406.609201,351410.7558865993,60735,1724.934422,177939.16062467635,102.87,2020,9,36,5,9
2020-09-05 10:00:00,102.87,103.4,102.55,3544.268713,364762.6590177519,65679,1826.540795,187983.12691064464,102.84,2020,9,36,5,10
2020-09-05 11:00:00,102.84,103.0,101.23,5305.915786,542968.7726827479,79386,2492.144761,255030.65488987567,102.26,2020,9,36,5,11
2020-09-05 12:00:00,102.26,102.69,99.75,8436.110499,853549.739863437,112980,3867.809869,391340.44250266114,100.02,2020,9,36,5,12
2020-09-05 13:00:00,100.02,103.21,99.97,5683.815006,577281.6598172392,83964,2824.914177,286917.4418902411,103.06,2020,9,36,5,13
2020-09-05 14:00:00,103.06,103.47,102.2,3212.585005,330874.8046151161,51547,1563.053266,160986.6935013239,103.24,2020,9,36,5,14
2020-09-05 15:00:00,103.24,103.48,102.41,2880.912483,296639.08037802344,43819,1426.749193,146910.7641090321,102.74,2020,9,36,5,15
2020-09-05 16:00:00,102.74,102.99,100.18,4646.556828,474314.4922151043,68232,2249.605733,229639.46701997964,102.4,2020,9,36,5,16
2020-09-05 17:00:00,102.4,102.72,100.46,4717.418696,479850.5736690859,77686,2334.474338,237462.69743594792,101.3,2020,9,36,5,17
2020-09-05 18:00:00,101.3,102.43,98.25,8731.893335,880924.6450388355,126980,3930.349882,396519.5358759741,101.57,2020,9,36,5,18
2020-09-05 19:00:00,101.57,101.98,98.75,8829.014379,887011.469741666,134025,4244.440021,426422.4574557381,99.57,2020,9,36,5,19
2020-09-05 20:00:00,99.57,101.19,98.78,3760.045774,376338.4879506485,76985,2018.998109,202081.42484654463,100.81,2020,9,36,5,20
2020-09-05 21:00:00,100.8,101.4,99.83,1824.766674,183782.65691588496,50728,957.30112,96417.64814243096,100.82,2020,9,36,5,21
2020-09-05 22:00:00,100.82,101.4,99.72,2890.614498,290338.54572675854,58347,1429.314451,143565.46585400423,99.82,2020,9,36,5,22
2020-09-05 23:00:00,99.81,102.0,99.5,3131.660695,315501.8996339429,54053,1692.503343,170515.0463214631,101.67,2020,9,36,5,23
2020-09-06 00:00:00,101.67,102.46,101.14,2918.985759,297273.8176962709,52833,1407.260345,143320.10729294995,102.09,2020,9,36,6,0
2020-09-06 01:00:00,102.1,102.3,101.07,1891.098593,192261.60400632417,37607,932.373823,94793.87288757076,101.19,2020,9,36,6,1
2020-09-06 02:00:00,101.19,101.66,100.53,2285.111619,231314.8850763781,40003,1215.054312,122998.61480585724,101.52,2020,9,36,6,2
2020-09-06 03:00:00,101.52,101.92,101.06,1499.951093,152299.47495893072,35280,783.918463,79598.59862299149,101.64,2020,9,36,6,3
2020-09-06 04:00:00,101.64,102.22,100.22,2959.720386,299383.5517249371,56923,1475.375991,149240.7231424171,100.53,2020,9,36,6,4
2020-09-06 05:00:00,100.53,101.42,99.95,2665.337295,268583.0605812556,51224,1298.604578,130861.51538382388,101.17,2020,9,36,6,5
2020-09-06 06:00:00,101.17,101.67,100.65,1836.471166,185958.1667297364,37536,962.190722,97432.32122008046,101.53,2020,9,36,6,6
2020-09-06 07:00:00,101.53,102.5,101.27,3642.376965,371162.7826826465,60687,1692.853464,172506.618679189,102.3,2020,9,36,6,7
2020-09-06 08:00:00,102.3,102.67,101.73,4043.55686,413545.5454910062,71594,1844.306543,188625.0216546123,102.38,2020,9,36,6,8
2020-09-06 09:00:00,102.38,102.85,101.65,2493.671966,255016.49226111293,46597,1258.433088,128696.76187473373,102.17,2020,9,36,6,9
2020-09-06 10:00:00,102.17,102.42,101.7,1899.553705,194049.84342131315,35165,992.401294,101381.68147057746,102.31,2020,9,36,6,10
2020-09-06 11:00:00,102.31,102.74,101.91,2420.536853,247882.7400349608,44793,1417.853273,145201.87427555802,102.66,2020,9,36,6,11
2020-09-06 12:00:00,102.66,103.0,102.25,3322.075975,340820.13927876484,57025,1621.297912,166335.66110169922,102.46,2020,9,36,6,12
2020-09-06 13:00:00,102.46,102.48,101.91,2689.819332,275100.8100205211,44101,1331.269477,136157.9395203433,102.24,2020,9,36,6,13
2020-09-06 14:00:00,102.24,102.65,101.73,2330.423874,238267.5378793765,42330,1172.221319,119852.96356627007,102.35,2020,9,36,6,14
2020-09-06 15:00:00,102.35,102.47,101.2,2374.131089,242019.58142902216,47316,1148.581798,117089.37773590955,101.73,2020,9,36,6,15
2020-09-06 16:00:00,101.73,102.52,101.41,2534.783989,258603.7751889011,45321,1366.941846,139460.5141663692,102.42,2020,9,36,6,16
2020-09-06 17:00:00,102.42,102.44,101.94,1247.360822,127496.74055176682,26357,617.260554,63094.75742322485,102.05,2020,9,36,6,17
2020-09-06 18:00:00,102.05,102.44,101.79,1153.017757,117797.6360641757,25688,588.747352,60151.65672368762,102.37,2020,9,36,6,18
2020-09-06 19:00:00,102.37,102.8,102.16,1614.90198,165493.65746755266,32450,841.462006,86234.69985745479,102.58,2020,9,36,6,19
2020-09-06 20:00:00,102.58,102.66,102.18,1380.595531,141416.3812433183,31679,691.944113,70879.38268889011,102.29,2020,9,36,6,20
2020-09-06 21:00:00,102.29,103.47,102.27,2271.56379,233528.19392509072,45501,1133.126217,116493.65571499895,103.18,2020,9,36,6,21
2020-09-06 22:00:00,103.18,103.47,101.8,3500.528815,359302.4670975375,57297,1546.495575,158738.78833762556,102.11,2020,9,36,6,22
2020-09-06 23:00:00,102.11,103.1,101.89,1513.213601,154980.85462389153,28005,813.464762,83316.09418363847,102.56,2020,9,36,6,23
2020-09-07 00:00:00,102.56,103.12,102.37,1337.480996,137379.37684628367,28478,647.259836,66485.95195746997,102.8,2020,9,37,0,0
2020-09-07 01:00:00,102.8,102.9,102.32,992.635551,101963.79298050296,19508,489.552358,50289.553590477226,102.84,2020,9,37,0,1
2020-09-07 02:00:00,102.84,102.85,101.93,1730.640632,177272.9114440338,25887,823.278962,84332.76231267744,102.09,2020,9,37,0,2
2020-09-07 03:00:00,102.09,102.25,101.8,1546.635006,157830.62728036448,25857,683.588938,69761.56202388172,102.04,2020,9,37,0,3
2020-09-07 04:00:00,102.04,102.41,101.66,1571.246001,160196.46372273169,23664,765.73843,78073.51253811782,101.71,2020,9,37,0,4
2020-09-07 05:00:00,101.71,101.82,100.89,2841.883937,288073.944101481,39773,1287.095309,130472.07754546062,101.05,2020,9,37,0,5
2020-09-07 06:00:00,101.05,101.33,100.62,2649.466305,267465.3996630891,37763,1288.357842,130063.18060857414,100.8,2020,9,37,0,6
2020-09-07 07:00:00,100.8,101.61,100.52,2273.197983,229632.00774020827,33740,1102.502178,111374.24142660756,101.13,2020,9,37,0,7
2020-09-07 08:00:00,101.14,101.84,101.02,2085.286762,211345.9327067854,28624,1001.949516,101551.2341175492,101.39,2020,9,37,0,8
2020-09-07 09:00:00,101.39,101.77,101.0,1882.056496,190715.9430308213,27781,926.659596,93904.51305938972,101.17,2020,9,37,0,9
2020-09-07 10:00:00,101.17,101.59,100.6,2673.429241,270064.8196776175,40047,1223.079593,123555.95180151927,100.71,2020,9,37,0,10
2020-09-07 11:00:00,100.71,101.43,99.95,4971.875487,500114.7681298343,79114,2340.96058,235476.9726827565,100.26,2020,9,37,0,11
2020-09-07 12:00:00,100.26,100.64,98.75,6803.497722,678840.8273158338,85925,3181.018773,317399.0165192633,99.46,2020,9,37,0,12
2020-09-07 13:00:00,99.46,101.23,98.75,5446.627539,544945.1226252316,75883,2763.544847,276500.2188323323,100.77,2020,9,37,0,13
2020-09-07 14:00:00,100.76,100.89,99.84,2781.564752,279300.4649806948,43516,1342.133504,134767.93497892533,100.14,2020,9,37,0,14
2020-09-07 15:00:00,100.14,101.67,99.78,3776.18283,380484.6942709772,47047,1978.648941,199369.2377053758,101.44,2020,9,37,0,15
2020-09-07 16:00:00,101.44,102.32,101.24,3361.657271,342050.29377835686,47856,1691.985914,172162.9320942126,102.0,2020,9,37,0,16
2020-09-07 17:00:00,102.0,102.06,101.54,1569.229582,159765.26525014266,27546,709.104648,72197.63852331409,101.63,2020,9,37,0,17
2020-09-07 18:00:00,101.63,102.03,101.56,1327.44856,135056.69303207015,22411,588.254148,59852.72959535996,101.72,2020,9,37,0,18
2020-09-07 19:00:00,101.72,102.3,101.32,2218.258932,225614.73529124263,28523,1179.057878,119922.03042994616,101.48,2020,9,37,0,19
2020-09-07 20:00:00,101.48,101.55,100.86,1534.605634,155543.65765711755,25622,712.035344,72172.77681002693,101.52,2020,9,37,0,20
2020-09-07 21:00:00,101.53,101.83,101.33,926.786629,94134.88866418296,20724,441.330823,44829.188969269744,101.57,2020,9,37,0,21
2020-09-07 22:00:00,101.57,104.05,101.57,4276.24789,439449.6783336376,56850,2457.101811,252506.8645360792,103.87,2020,9,37,0,22
2020-09-07 23:00:00,103.85,104.11,103.44,2162.288938,224414.101834432,35344,1072.460904,111308.43848461764,103.73,2020,9,37,0,23
2020-09-08 00:00:00,103.73,104.38,103.07,3373.21614,349452.6249753843,42697,1684.562416,174516.9831048806,103.2,2020,9,37,1,0
2020-09-08 01:00:00,103.2,103.7,103.08,1111.975876,114844.51879866378,19520,528.652399,54601.76207234259,103.12,2020,9,37,1,1
2020-09-08 02:00:00,103.12,103.54,103.07,1098.818899,113489.5499744689,17869,572.477971,59129.8393865884,103.38,2020,9,37,1,2
2020-09-08 03:00:00,103.38,103.51,102.95,1717.225937,177252.83030921518,25333,812.991917,83920.10705826152,103.03,2020,9,37,1,3
2020-09-08 04:00:00,103.03,103.19,102.38,2015.816805,207271.6698853938,31254,1102.372286,113351.193194776,102.69,2020,9,37,1,4
2020-09-08 05:00:00,102.69,102.84,102.2,2035.649376,208659.33818256017,31832,1007.088568,103231.77823181372,102.27,2020,9,37,1,5
2020-09-08 06:00:00,102.27,103.1,102.21,2191.560289,224988.57142774083,35784,1033.916677,106146.00877515112,103.05,2020,9,37,1,6
2020-09-08 07:00:00,103.05,103.1,102.38,2258.139989,232130.80208302825,32202,1022.822027,105146.2031881676,102.64,2020,9,37,1,7
2020-09-08 08:00:00,102.64,103.33,101.13,5170.416812,528456.364914989,56778,2260.696649,231063.4606269121,101.73,2020,9,37,1,8
2020-09-08 09:00:00,101.73,102.0,100.1,4091.887508,413256.7989717911,54821,1881.080338,189980.88296665743,100.15,2020,9,37,1,9
2020-09-08 10:00:00,100.15,100.77,99.75,4316.064952,432830.8928381363,65025,1960.038302,196562.5980887696,100.46,2020,9,37,1,10
2020-09-08 11:00:00,100.46,100.79,99.3,3289.449166,329257.4811629768,53339,1384.140058,138548.4257618959,99.83,2020,9,37,1,11
2020-09-08 12:00:00,99.82,100.5,99.2,4162.118745,415789.4235033277,56795,1943.062708,194111.71460154752,100.07,2020,9,37,1,12
2020-09-08 13:00:00,100.07,100.29,99.26,5533.381205,552681.7431943194,69343,2388.284418,238547.9784600596,99.9,2020,9,37,1,13
2020-09-08 14:00:00,99.9,101.54,99.79,4779.775487,480640.9410054587,60230,2331.635583,234465.37003477503,101.0,2020,9,37,1,14
2020-09-08 15:00:00,100.99,101.52,100.62,2616.864859,264386.3573414909,38636,1319.814517,133345.63406929423,100.98,2020,9,37,1,15
2020-09-08 16:00:00,100.98,101.69,100.86,2026.398226,205200.55301849585,30306,1019.608317,103251.8113929672,101.51,2020,9,37,1,16
2020-09-08 17:00:00,101.51,101.64,101.05,1704.27205,172900.3363789089,23473,746.401051,75726.0855261591,101.59,2020,9,37,1,17
2020-09-08 18:00:00,101.59,101.67,99.35,3893.122875,391665.4306959367,57713,1720.225139,173065.0869540299,99.81,2020,9,37,1,18
2020-09-08 19:00:00,99.82,100.67,99.55,2789.69738,278945.1664456408,40649,1365.574483,136547.97231163317,99.91,2020,9,37,1,19
2020-09-08 20:00:00,99.91,100.68,99.78,1553.365319,155540.17238131375,26076,807.002462,80808.44649285002,100.14,2020,9,37,1,20
2020-09-08 21:00:00,100.14,100.53,99.71,1433.910083,143634.29371873892,36634,692.536357,69373.72457921237,100.27,2020,9,37,1,21
2020-09-08 22:00:00,100.27,102.18,98.5,8482.303175,852509.7439916704,105443,3955.469713,397545.23609644605,101.06,2020,9,37,1,22
2020-09-08 23:00:00,101.06,101.61,100.75,1966.447265,198953.1103493305,36493,990.360114,100201.0914100991,101.27,2020,9,37,1,23
2020-09-09 00:00:00,101.27,101.49,100.75,1812.489515,183373.10567172003,32382,835.215796,84503.14120712095,101.17,2020,9,37,2,0
2020-09-09 01:00:00,101.17,101.39,100.8,1305.384826,132025.42951199293,24131,625.237001,63238.53392536692,101.19,2020,9,37,2,1
2020-09-09 02:00:00,101.19,101.27,99.86,2102.96795,211492.2484575269,36667,1035.041587,104095.09179753507,99.94,2020,9,37,2,2
2020-09-09 03:00:00,99.94,100.33,99.81,1454.464084,145579.22203199277,28765,733.344675,73403.91340482177,100.27,2020,9,37,2,3
